strategy,timeframe,ETHUSDT_stars,SOLUSDT_stars,SPY_stars,ETHUSDT_win_rate,SOLUSDT_win_rate,SPY_win_rate,avg_stars,bot_ready,trade_type
Hull-移动平均趋势跟踪策略Hull-Moving-Average-Trend-Following-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSISupertrend-RSISupertrend-Trend-Following-Trading-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIRSI-Range-Breakout-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Bollinger-Bands-Stochastic-RSI-Extreme_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Bollinger-Bands-Stochastic-RSI-Extreme-Strategy-BBSR-Extreme-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
CCI-EMA-with-RSI-Cross-Strategy_2_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
CCI-EMA-with-RSI-Cross-Strategy_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
CCI-EMA-with-RSI-Cross-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Ichimoku-Backtester-with-TP-SL-and-Cloud-Confirmation_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态价格摆荡器趋势策略Dynamic-Price-Swing-Oscillator-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
多指标背离买卖策略与自适应止盈止损-Multi-Indicator-Divergence-Trading-Strategy-with-Adaptive-Take-Profit-and-Stop-Loss,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态交易者指数策略Traders-Dynamic-Index-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态交叉移动平均线趋势捕捉策略与风险管理系统-Dynamic-Crossover-Moving-Average-Trend-Capture-Strategy-with-Risk-Management-System,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态云层突破量化交易策略-Dynamic-Kumo-Breakout-Quantitative-Trading-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Ichimoku-Backtester-with-TP-SL-and-Cloud-Confirmation_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
基于拉里康诺斯的经典策略Oscillation-Breakthrough-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
CCICCI-Momentum-Divergence-Trend-Trading-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIRSI-Momentum-Reversal-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Bollinger-Bands-RSI-OBV策略Bollinger-Bands-RSI-OBV-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Bollinger-Bands-RSI-OBVBollinger-Bands-RSI-OBV-Strategy_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Bollinger-Bands-RSI-Momentum-Reversal-Quantitative-Trading-Strategy-Combining-Bollinger-Bands-and-RSI_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIRSI-Dynamic-Stop-Loss-and-Take-Profit-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSISMARSI-and-SMA-Combination-Trading-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Ichimoku-Cloud-and-ATR-Strategy-ATR_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Ichimoku-Cloud-and-ATR-Strategy-ATR_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
EMA背离均值回归策略-EMA-Divergence-Mean-Reversion-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态仓位管理RSI超买反转策略-Dynamic-Position-Management-RSI-Overbought-Reversal-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态RSI超卖反弹交易策略结合止损优化模型-Dynamic-RSI-Oversold-Rebound-Trading-Strategy-with-Stop-Loss-Optimization-Model,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态RSI突破趋势跟踪交易策略结合风险收益比优化系统-Dynamic-RSI-Breakout-Trend-Following-Trading-Strategy-with-Risk-Reward-Ratio-Optimization-System,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态RSI增强型指数均线趋势交易策略-Dynamic-RSI-Enhanced-EMA-Trend-Trading-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIRSIRSI-and-smoothed-RSI-bullish-divergence-strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIRSI-and-Fibonacci-Retracement-Trading-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIRSI-Bollinger-Bands-Trading-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Bollinger-Bands-RSI-Bollinger-Bands-and-RSI-Combination-Strategy_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Bollinger-Bands-Mean-Reversion-Trading-Strategy-with-Dynamic-Support_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Bollinger-Bands-Mean-Reversion-Trading-Strategy-with-Dynamic-Support-布林带均值回归交易策略与动态支撑,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
CCICCI-Momentum-Divergence-Trend-Trading-Strategy_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
CCIRSIKC-CCIRSIKC-Trend-Filter-Bi-Directional-Trading-Strategy_2_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Ichimoku-Early-Cloud-Trend-Following-Strategy-_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Ichimoku-Cloud-and-MACD-Momentum-RidingIchimoku-Cloud-and-MACD-Momentum-Riding-Strategy_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
EMA多头均线交叉策略-EMA-Bullish-Crossover-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
EMA均线与抛物线SAR组合策略-EMA-and-Parabolic-SAR-Combination-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态RSI双均线买卖策略Dynamic-RSI-and-Dual-Moving-Average-Buy-Sell-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态RSI震荡操作策略Dynamic-RSI-Oscillation-Trading-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态RSI震荡多项式拟合指标趋势量化交易策略-Dynamic-RSI-Oscillator-Polynomial-Fitting-Indicator-Trend-Quantitative-Trading-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态QQE趋势跟踪与风险管理量化交易策略-Dynamic-QQE-Trend-Following-with-Risk-Management-Quantitative-Trading-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
CCIRSIKC-CCIRSIKC-Trend-Filter-Bi-Directional-Trading-Strategy_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
CCIRSIKC-CCIRSIKC-Trend-Filter-Bi-Directional-Trading-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIRSI-Bollinger-Bands-Short-term-Trading-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIRSI-Rising-Crypto-Trending-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Bollinger-Bands-Dynamic-Breakout-Strategy_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Bollinger-Bands-RSI-OBV-Bollinger-Bands-RSI-OBV-Strategy_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Bollinger-Bands-RSI-Bollinger-Bands-and-RSI-Combination-Trading-Strategy_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Ichimoku-Cloud-and-MACD-Momentum-RidingIchimoku-Cloud-and-MACD-Momentum-Riding-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
EMA均值回归交易策略EMA-Mean-Reversion-Trading-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
EMA双重交叉动态止损量化策略-EMA-Dual-Crossover-Dynamic-Stop-Loss-Quantitative-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
15-15-Minute-Engulfing-Breakout-Multi-Confirmation-Strategy_2_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
15-15-Minute-Engulfing-Breakout-Multi-Confirmation-Strategy_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
15MIN-BTCUSDTPERP-BOT_2_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
15MIN-BTCUSDTPERP-BOT_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
15MIN-BTCUSDTPERP-BOT,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态RSI矩形Grid策略RSI-Box-Grid-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIRSI-Reversal-Breakout-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIRSI-Range-Trading-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIMARSI-and-MA-Crossover-Trend-Tracking-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Bollinger-Bands-Breakout-Strategy-布林线突破策略,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Bollinger-Bands-Mean-Reversion-Trading-Strategy-with-Dynamic-Support-_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIMARSI-and-MA-Combination-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIMACD-RSI-and-MACD-Cross-Period-Dynamic-Trading-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIRSI-Dual-Directional-Trading-Strategy-with-Initial-Stop-Loss_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIRSI-Dual-Cross-Reversal-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIRSI-Combined-with-Bollinger-Bands-and-Dynamic-Support-Resistance-Quantitative-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSILTCRSI-and-Bollinger-Bands-Fusion-Trading-Strategy-for-LTC_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Bollinger-Bands-Bollinger-Bands-Momentum-Reversal-Quantitative-Strategy_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Bollinger-Bands-Dynamic-Breakout-Strategy-_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
CCI动量背离趋势交易策略CCI-Momentum-Divergence-Trend-Trading-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态RSI与PSAR交叉策略结合风险管理系统-Dynamic-RSI-and-PSAR-Crossover-Strategy-with-Risk-Management-System,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态RSI智能择时波段交易策略-Dynamic-RSI-Smart-Timing-Swing-Trading-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态RSI指标交易策略Dynamic-RSI-Trading-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
多指标联动趋势突破量化交易策略-Multi-Indicator-Momentum-Breakout-Quantitative-Trading-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
多指标联动反转点捕捉交易策略-Multi-Indicator-Reversal-Point-Capture-Trading-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
多指标联动SAR反转策略与过滤入场模型-Multi-Indicator-Synergistic-SAR-Reversal-Strategy-with-Filtered-Entry-Model,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Ichimoku-EntriesIchimoku-Entries-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
CCIRSIKC趋势滤波多空双向交易策略-CCIRSIKC-Trend-Filter-Bi-Directional-Trading-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIIchimoku-Cloud-and-RSI-Combination-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIEMARSI-and-EMA-Dual-Filter-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Bollinger-Bands-Breakout-Strategy-_2_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIPrice-Reversal-RSI-Combo-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIBollinger双轨低位区间突破策略RSIBollinger-Bands-Breakout-Strategy-at-Lower-Area,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Ichimoku-Kinko-Hyo趋势跟踪策略Ichimoku-Kinko-Hyo-indicator-Balancing-Trend-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Ichimoku-Early-Cloud-Trend-Following-Strategy-一云双提前知机会均线趋势跟踪策略,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
EMA双均线交叉策略-EMA-Dual-Moving-Average-Crossover-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Ichimoku-Kinko-Hyo-Cloud-QQE-Quantitative-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Ichimoku-Kinko-Hyo-Trend-Following-and-Support-Resistance-Strategy_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Ichimoku-Entries策略Ichimoku-Entries-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
多指标综合趋势跟踪策略结合ADX动态交易系统-Multi-Indicator-Trend-Following-Strategy-with-ADX-Dynamic-Trading-System,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
15-15-Minute-Engulfing-Breakout-Multi-Confirmation-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
15分钟图表吞没突破多重确认策略-15-Minute-Engulfing-Breakout-Multi-Confirmation-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态RSI低高点背离趋势策略-Dynamic-RSI-Low-High-Point-Divergence-Trend-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIBollingerRSIBollinger-Bands-Breakout-Strategy-at-Lower-Area_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIMACD-RSI-and-MACD-Combined-Long-Short-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIMACD-Dynamic-Stop-Loss-Trend-Following-Strategy-with-RSI-and-MACD-Dual-Filtering_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI50_EMA-RSI50_EMA-Long-Only-Strategy_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI50_EMA-RSI50_EMA-Long-Only-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI2策略之日内反转胜率回测-RSI2-Strategy-Intraday-Reversal-Win-Rate-Backtest,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
EMA交叉追踪策略EMA-Crossover-tracking-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Ichimoku-Kinko-HyoIchimoku-Kinko-Hyo-indicator-Balancing-Trend-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态RSI与CCI结合的多因子量化交易策略Dynamic-RSI-and-CCI-Combined-Multi-factor-Quantitative-Trading-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
多指标加权智能交易策略-Multi-Indicator-Weighted-Smart-Trading-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态EMA交叉与RSI协同交易系统-Dynamic-EMA-Crossover-with-RSI-Synergy-Trading-System,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态EMAherokuapp俯瞰策略EMAskeletonstrategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态MACD和一目均衡图交易策略-Dynamic-MACD-and-Ichimoku-Cloud-Trading-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIEMARSI-and-EMA-Channel-Intraday-Trading-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIEMA-RSI-and-Dual-EMA-Crossover-Signal-Quantitative-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIEMA-Dynamic-Multi-Period-Quantitative-Trading-Strategy-Combining-RSI-and-EMA_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI-相对强弱指数策略-RSI-Relative-Strength-Index-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
基于布林带突破的FiboBuLL波浪策略FiboBuLL-Wave-Strategy-Based-on-Bollinger-Bands-Breakout,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
基于布林带突破和RSI指标的多时间框架趋势策略Multi-timeframe-Bollinger-Bands-Breakout-Strategy-Incorporating-RSI,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
基于布林带移动平均线和相对强弱指数的短线交易策略-Short-Term-Trading-Strategy-Based-on-Bollinger-Bands-Moving-Average-and-RSI,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
IchimokuIchimoku-Cloud-with-Dual-Moving-Average-Crossover-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Ichimoku云图量化策略Ichimoku-Cloud-Quant-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
EMA交叉策略与RSI背离30分钟趋势识别和价格竭尽-EMA-Cross-Strategy-with-RSI-Divergence-30-Minute-Trend-Identification-and-Price-Exhaustion,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态ATR网格回撤捕捉量化交易策略-Dynamic-ATR-Grid-Pullback-Capture-Quantitative-Trading-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态ATR波段突破交易策略与多层次风险管理-Dynamic-ATR-Swing-Breakout-Strategy-with-Multi-Tiered-Risk-Management,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动量突破布林带交易策略Bollinger-Band-Momentum-Breakout-Trading-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动态ATR止损的RSI超卖弹性量化策略-Dynamic-ATR-Stop-Loss-RSI-Oversold-Rebound-Quantitative-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动量突破短线交易策略Momentum-Breakout-Intraday-Trading-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动量突破旗形模式交易策略基于量价确认的日内高频交易系统-Momentum-Breakout-Flag-Pattern-Trading-Strategy-Volume-Price-Confirmed-Intraday-High-Frequency-Trading-System,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
IchimokuIchimoku-Cloud-Quant-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI-的-MACD-交易策略MACD-of-RSI-Trading-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI-异常背离交易策略RSI-Divergence-Trading-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIBollinger-RSIBollinger-Bands-Breakout-Strategy-at-Lower-Area_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSIAO-RSI-and-AO-Synergistic-Trend-Following-Quantitative-Trading-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI双重差分策略-Dual-RSI-Differential-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI回调突破策略RSI-Pullback-Breakout-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI和随机RSI组合策略RSI-and-Stochastic-RSI-Combination-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI和布林带双重策略RSI-and-Bollinger-Bands-Double-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Ichimoku云带动量均线交叉策略Ichimoku-Cloud-with-Dual-Moving-Average-Crossover-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
EMA交叉指示双重止盈止损策略-EMA-Crossover-with-Dual-Take-Profit-and-Stop-Loss-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
EMA动态止损交易策略-EMA-Dynamic-Stop-Loss-Trading-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
EMA交叉与布林带双重入场策略结合趋势跟踪与波动突破的量化交易系统EMA-Crossover-with-Bollinger-Bands-Double-Entry-Strategy-A-Quantitative-Trading-System-Combining-Trend-Following-and-Volatility-Breakout,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
加权移动平均线和相对强弱指数交叉策略与风险管理优化系统Weighted-Moving-Average-and-Relative-Strength-Index-Crossover-Strategy-with-Risk-Management-Optimization-System,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
加密货币大幅波动随机RSI策略-Crypto-Big-Move-Stochastic-RSI-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI双向突破策略RSI-Reversal-Breakout-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Black-Scholes-Volatility-Adjusted-Dynamic-Breakout-Strategy_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Black-Scholes-Volatility-Adjusted-Dynamic-Breakout-Strategy-布莱克-斯科尔斯波动率调整动态突破策略,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Black-Scholes-Volatility-Adjusted-Dynamic-Breakout-Strategy--_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Black-Scholes-Black-Scholes-Volatility-Adjusted-Breakout-with-Dynamic-Threshold-Optimization_2_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI反转斐波那契布林带量化策略-RSI-Reversal-Fibonacci-Bollinger-Bands-Quantitative-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI50_EMA长仓策略-RSI50_EMA-Long-Only-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
EMA交叉与RSI过滤的双重趋势策略-Dual-Trend-Strategy-with-EMA-Crossover-and-RSI-Filter,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
EMA交叉RSI中性区域动态风控策略-Dynamic-EMA-Crossover-RSI-Neutral-Zone-Strategy-with-ATR-Risk-Management,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
EMA交叉Fibonacci反转策略-EMA-Crossover-Fibonacci-Reversal-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
利用双向RSI突破策略Dual-RSI-Breakthrough-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动量突破识别策略Momentum-Breakout-Identifies-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动量突破纤维套利策略Incremental-Order-Size-Fibonacci-Retracement-Trend-Following-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动量突破策略Momentum-Breakout-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI-动量策略-RSI-Momentum-Strategy-with-Manual-TP-and-SL,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
CMARSI-CMARSI-Trading-Strategy_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI-by-zdmre_1_2,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI均线交叉趋势策略RSI-Moving-Average-Crossover-Trend-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI均线交叉策略RSI-Moving-Average-Crossover-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI均线交叉策略RSI-EMA-Crossover-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI反转突破策略RSI-Reversal-Breakout-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
Black-Scholes波动率自适应突破策略与动态阈值优化-Black-Scholes-Volatility-Adjusted-Breakout-with-Dynamic-Threshold-Optimization,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
EMA与布林带突破策略-EMA-and-Bollinger-Bands-Breakout-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
EMA与RSI交叉策略-EMA-RSI-Crossover-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
EMAEMA-Trend-Following-Trading-Strategy_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
EMA与RSI-MACD-ATR结合的双均线交叉策略-Enhanced-EMA-Crossover-Strategy-with-RSI-MACD-ATR,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
利用RSI指标和均线指标的量化策略RSI-and-Moving-Average-Breakout-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
分享RSI超买超卖策略,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动量顺势双策略Momentum-Trend-Dual-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
动量突破金叉策略Momentum-Breakthrough-Golden-Cross-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI多空分歧指标The-RSI-Divergence-Indicator-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI多区间交易策略-Multi-Zone-RSI-Trading-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI基于百分比止盈止损的交易策略-RSI-based-Trading-Strategy-with-Percentage-based-Take-Profit-and-Stop-Loss,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI和WMA交叉策略RSI-and-WMA-Crossover-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI和SMA交叉策略RSI-and-SMA-Crossover-Strategy,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI2-RSI2-Strategy-Intraday-Reversal-Win-Rate-Backtest_1_1_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
RSI2-RSI2-Strategy-Intraday-Reversal-Win-Rate-Backtest_1,1h,4.0,4.0,,60.53,62.86,,4.0,YES,INTRADAY
